425996	1	
884742	1	
851974	1	
1114114	1	
1114116	1	
311334	1	
573477	1	
98351	1	
81968	1	
852019	1	
75	1	
770118	1	
262231	1	
262238	1	
622679	1	
426083	1	
196726	1	
426108	1	
376967	1	
540805	1	
163986	1	
196759	1	
1114246	1	
180378	1	
573584	1	
589969	1	
589970	1	
393370	1	
917676	1	
852137	1	
376994	1	
688289	1	
377006	1	
721082	1	
884927	1	
770237	1	
184	1	
852151	1	
205	1	
377044	1	
524507	1	
32979	1	
196822	1	
573653	1	
852179	1	
196834	1	
180454	1	
262370	1	
262382	1	
573666	1	
442613	1	
229623	1	
1016058	1	
688395	1	
311566	1	
721157	1	
327955	1	
966937	1	
426257	1	
737579	1	
344358	1	
737581	1	
1081658	1	
917820	1	
868665	1	
868664	1	
786746	1	
344371	1	
312	1	
491839	1	
688435	1	
737584	1	
819504	1	
508219	1	
524623	1	
409933	1	
295259	1	
353	1	
737639	1	
786807	1	
475524	1	
16773	1	
1114518	1	
1114522	1	
1114524	1	
1114527	1	
999809	1	
934303	1	
1114499	1	
1114503	1	
180637	1	
1114547	1	
1114554	1	
262569	1	
803233	1	
1114556	1	
262582	1	
786879	1	
1114533	1	
672191	1	
1114532	1	
524735	1	
262579	1	
1114534	1	
1114536	1	
1114540	1	
1114543	1	
131522	1	
639432	1	
131521	1	
1098200	1	
819650	1	
819676	1	
508369	1	
1114568	1	
1114571	1	
803304	1	
1065460	1	
508386	1	
180722	1	
328179	1	
426511	1	
852506	1	
33304	1	
623146	1	
885280	1	
1081917	1	
344630	1	
180790	1	
16948	1	
115255	1	
180789	1	
1098328	1	
1098329	1	
311887	1	
262748	1	
1000046	1	
1000044	1	
410213	1	
1098361	1	
148075	1	
197225	1	
1000062	1	
180851	1	
1000058	1	
852602	1	
197243	1	
246395	1	
164472	1	
279160	1	
1000050	1	
148098	1	
279171	1	
213643	1	
541315	1	
1000064	1	
262806	1	
819860	1	
901776	1	
721556	1	
1016492	1	
344737	1	
787131	1	
492208	1	
262845	1	
475835	1	
803505	1	
492225	1	
787136	1	
623327	1	
885456	1	
918252	1	
885482	1	
197359	1	
639718	1	
115442	1	
934645	1	
639753	1	
1016580	1	
508681	1	
344843	1	
852738	1	
1016607	1	
459542	1	
459541	1	
475938	1	
869158	1	
361258	1	
901950	1	
443192	1	
754510	1	
17228	1	
754500	1	
688965	1	
851	1	
181082	1	
181086	1	
721750	1	
623465	1	
181103	1	
492400	1	
410490	1	
230275	1	
279428	1	
1115025	1	
263040	1	
263041	1	
443264	1	
279438	1	
410518	1	
639913	1	
17312	1	
885669	1	
754593	1	
361385	1	
295849	1	
721848	1	
33724	1	
213959	1	
508865	1	
852932	1	
721858	1	
115659	1	
836572	1	
1082307	1	
541662	1	
525278	1	
803812	1	
754659	1	
263159	1	
820217	1	
426993	1	
459775	1	
1017	1	
869362	1	
689164	1	
345096	1	
1082398	1	
345127	1	
853038	1	
1098804	1	
541741	1	
459808	1	
853028	1	
541729	1	
214060	1	
689211	1	
476212	1	
115764	1	
754737	1	
246841	1	
853070	1	
328782	1	
427083	1	
427094	1	
115800	1	
476249	1	
672873	1	
17508	1	
754796	1	
1151	1	
754825	1	
164992	1	
17539	1	
885898	1	
935062	1	
754859	1	
722090	1	
509093	1	
1098935	1	
754854	1	
17581	1	
689317	1	
935073	1	
738494	1	
754876	1	
1049769	1	
427201	1	
1017028	1	
1049821	1	
1098944	1	
607450	1	
34009	1	
853207	1	
263384	1	
771285	1	
328929	1	
345333	1	
607486	1	
296190	1	
1098989	1	
787698	1	
361722	1	
34050	1	
1033480	1	
476429	1	
247059	1	
951582	1	
951583	1	
1082626	1	
951579	1	
771357	1	
853288	1	
689442	1	
902439	1	
1082684	1	
853281	1	
951586	1	
951584	1	
345387	1	
951585	1	
329015	1	
345393	1	
476472	1	
410949	1	
165190	1	
279872	1	
427331	1	
542030	1	
345421	1	
836933	1	
689472	1	
689476	1	
427349	1	
230736	1	
345430	1	
574802	1	
509276	1	
574805	1	
197981	1	
263515	1	
1017195	1	
886122	1	
689506	1	
574817	1	
607587	1	
886112	1	
918908	1	
361841	1	
918907	1	
886138	1	
771452	1	
1115498	1	
165246	1	
427386	1	
345464	1	
345467	1	
460166	1	
247170	1	
279941	1	
345479	1	
542094	1	
705933	1	
542083	1	
50571	1	
722322	1	
918958	1	
689579	1	
132512	1	
312736	1	
345512	1	
1017250	1	
312757	1	
787896	1	
181687	1	
247234	1	
361927	1	
312769	1	
247241	1	
1000900	1	
361929	1	
361930	1	
705989	1	
509397	1	
542163	1	
689647	1	
574944	1	
34281	1	
165359	1	
493032	1	
1115622	1	
361977	1	
722423	1	
509447	1	
787972	1	
149006	1	
132625	1	
1050116	1	
706076	1	
689684	1	
1017360	1	
280100	1	
476707	1	
706093	1	
1115709	1	
394794	1	
493097	1	
165434	1	
296505	1	
181827	1	
853576	1	
280140	1	
1001027	1	
525894	1	
1033822	1	
1033819	1	
1033818	1	
509520	1	
509549	1	
493161	1	
34417	1	
67187	1	
542331	1	
214640	1	
542344	1	
689792	1	
181897	1	
18060	1	
689798	1	
689822	1	
689821	1	
67222	1	
394906	1	
165532	1	
1115826	1	
411299	1	
296623	1	
100013	1	
100012	1	
575161	1	
116419	1	
689870	1	
722639	1	
640718	1	
100044	1	
575173	1	
1066717	1	
1050307	1	
689886	1	
165590	1	
18133	1	
919256	1	
575186	1	
820950	1	
722640	1	
247512	1	
263896	1	
886506	1	
739041	1	
362222	1	
182009	1	
558856	1	
706314	1	
198400	1	
165638	1	
280323	1	
493324	1	
165641	1	
493323	1	
198414	1	
919326	1	
673562	1	
640796	1	
771869	1	
689942	1	
673558	1	
427810	1	
165674	1	
165675	1	
165686	1	
558902	1	
214850	1	
706376	1	
476995	1	
296770	1	
919366	1	
739139	1	
477001	1	
460616	1	
1083201	1	
739166	1	
788309	1	
264030	1	
690027	1	
165728	1	
739192	1	
1017721	1	
1050471	1	
558966	1	
18302	1	
362374	1	
264064	1	
1099670	1	
706434	1	
182154	1	
509834	1	
690052	1	
624518	1	
